Feature ID	Taxon	Confidence
#q2:types	categorical	categorical
e211a67eea6f1a5830aed6aa82fa390d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.952406709168382
fb3bda683f12ae2c8303ad2bae8e7c4a	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0.9993707054760201
d6f8b4f080caf57025c7381b66b53b62	k__Bacteria	0.9990004723880047
13c34fe28ee8ad6ad3dd9f9a3aac2c4d	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9995830023783419
aacce08526706d5669fc440272ecee98	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.999936215063689
cc6bf9cf18981cc2607795c459a62426	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila; s__	0.8256887607599425
5da8887845fe627f26585e8f1d702845	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__	0.9935487622081391
47d61eed802df41fa6e470d4703da5ad	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.9436576925886626
cd214f483526a1868790a18d0f015352	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9996236771964226
648a5f4114de070fb9fea1085ae7d91a	k__Bacteria	0.9915569905829507
1c9c346667c90d7cb68af3d53750e14b	k__Bacteria	0.9971816227363314
aebb131f31f41ffcd0c4e55028ddf7bf	k__Bacteria	0.9883444784000514
7d721a6775f7e4331e3744e2cbc47be1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__	0.9819922263850805
98709df30dd8906aed185ed929927fc0	k__Bacteria	0.9390144064873065
2f1cabeec16a532c8c4826903c08559a	k__Bacteria; p__TM7; c__TM7-3; o__CW040; f__F16; g__; s__	0.9999124208161999
ba2f103575ae641a402112c1181b6251	k__Bacteria; p__Deferribacteres; c__Deferribacteres; o__Deferribacterales; f__Deferribacteraceae; g__Mucispirillum; s__schaedleri	0.9999947806406408
47c3dcfed619f5bda1bc61de74250361	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.7976279245554823
e8687cfedec3bf3976858965bb6f5b43	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32; f__; g__; s__	0.9996201587072479
bcc1c339ca21eb71b2b45d664f1cb5da	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus	0.9662656821004916
68c27c56c0a9a10dd317befe1bd044a6	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.996218904230568
b30eedc44a8bab2a2d1c88f2be335564	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__	0.9863525430679463
ebe0adbbac711990a589599989f0dfbc	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__	0.9991225905413949
8b192d04f3729cef06579c638ec01a60	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Escherichia; s__coli	0.8019804079982029
a03fd6de24a0fa5f10d673c6635e58fa	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9980144381030079
5d6285dcdee335ff89734c70aa13644b	k__Bacteria	0.9969503358825642
f1fabbe50822de35bff3d44743624e58	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9876284070655041
692adaf1e02709071511c704d814ef6f	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila	0.9999999605175
71fa9a9355a965179653a8a576d133c7	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9928411953908388
7448efefc23864826c96550339bd29a1	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__; g__; s__	0.9998427919256733
996459c1bea7c1ae22afd836861c21dd	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9996400725678778
a4f8c98486a57d4b8f57b9560dbda93b	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.7261920760446495
